baseER baseSTAS endsuc endsuc10 endsuc90 freqsuc freq10 freq50 freq90 trajmean traj10 traj50 traj90 trajprop trajpop10 trajpop90
0.03 0.019 0.99 0.98 0.99 0.97 0.8 1 1 -25 -41 -27 -7 0.06 0.05 0.07
0.03 0.02 0.99 0.98 0.99 0.97 0.9 1 1 -23 -39 -25 -5 0.06 0.05 0.07
0.03 0.021 0.99 0.99 0.99 0.97 0.9 1 1 -21 -40 -24 -4 0.07 0.06 0.08
0.03 0.022 1 0.99 1 0.98 0.9 1 1 -20 -38 -24 -3 0.08 0.07 0.09
0.03 0.023 1 0.99 1 0.99 1 1 1 -21 -38 -24 -3 0.08 0.07 0.09
0.03 0.024 0.99 0.99 1 0.99 1 1 1 -19 -37 -22 -3 0.08 0.07 0.1
0.03 0.025 0.99 0.99 1 0.99 1 1 1 -19 -37 -21 0 0.1 0.08 0.11
0.03 0.026 1 0.99 1 0.99 1 1 1 -18 -36 -21 -1 0.09 0.08 0.1
0.03 0.027 1 0.99 1 0.99 1 1 1 -18 -35 -21 1 0.11 0.1 0.13
0.03 0.028 1 1 1 0.99 1 1 1 -17 -34 -19 1 0.11 0.1 0.12
0.03 0.029 1 1 1 0.99 1 1 1 -16 -34 -19 2 0.11 0.1 0.12
0.03 0.03 1 0.99 1 0.99 1 1 1 -16 -33 -18 2 0.12 0.1 0.13
0.03 0.031 1 1 1 0.99 1 1 1 -15 -34 -18 2 0.12 0.11 0.13
0.03 0.032 1 0.99 1 1 1 1 1 -14 -32 -17 2 0.12 0.11 0.13
0.03 0.033 1 0.99 1 1 1 1 1 -14 -33 -17 6 0.15 0.13 0.16
0.03 0.034 1 1 1 1 1 1 1 -14 -32 -17 4 0.14 0.13 0.16
0.03 0.035 1 1 1 1 1 1 1 -13 -31 -16 4 0.14 0.13 0.16
0.03 0.036 1 1 1 1 1 1 1 -12 -31 -15 7 0.16 0.15 0.18
0.03 0.037 1 1 1 1 1 1 1 -12 -30 -15 5 0.17 0.16 0.19
0.03 0.038 1 1 1 1 1 1 1 -12 -30 -15 6 0.17 0.16 0.19
0.03 0.039 1 1 1 1 1 1 1 -11 -29 -15 6 0.16 0.15 0.18
0.03 0.04 1 1 1 1 1 1 1 -11 -29 -15 6 0.17 0.16 0.19
0.04 0.003 0.03 0.03 0.04 0.19 0.1 0.2 0.2 -58 -66 -58 -49 0 0 0
0.04 0.041 1 0.99 1 1 1 1 1 -11 -29 -14 6 0.18 0.17 0.2
0.04 0.001 0 0 0.01 0.13 0.1 0.1 0.2 -66 -73 -67 -59 0 0 0
0.04 0.002 0 0 0.01 0.16 0.1 0.2 0.2 -62 -70 -62 -54 0 0 0
0.04 0.004 0.1 0.09 0.12 0.24 0.1 0.2 0.4 -54 -64 -55 -43 0 0 0
0.04 0.005 0.22 0.2 0.24 0.32 0.2 0.2 0.6 -50 -60 -51 -39 0 0 0
0.04 0.006 0.36 0.34 0.38 0.41 0.2 0.3 0.8 -47 -58 -48 -36 0 0 0
0.04 0.007 0.47 0.44 0.49 0.5 0.2 0.5 0.9 -45 -57 -46 -32 0 0 0.01
0.04 0.008 0.61 0.59 0.63 0.61 0.2 0.6 1 -42 -54 -42 -29 0.01 0 0.01
0.04 0.009 0.71 0.69 0.73 0.68 0.3 0.7 1 -40 -53 -41 -26 0.01 0 0.01
0.04 0.01 0.8 0.78 0.82 0.74 0.4 0.8 1 -38 -52 -40 -24 0.01 0 0.01
0.04 0.011 0.84 0.82 0.85 0.8 0.5 0.8 1 -35 -49 -38 -21 0.01 0.01 0.02
0.04 0.012 0.88 0.86 0.89 0.84 0.6 0.9 1 -34 -49 -35 -18 0.02 0.01 0.02
0.04 0.013 0.92 0.9 0.93 0.88 0.7 0.9 1 -31 -46 -33 -17 0.02 0.01 0.02
0.04 0.014 0.94 0.93 0.94 0.9 0.7 1 1 -31 -46 -33 -15 0.02 0.02 0.03
0.04 0.015 0.96 0.95 0.97 0.92 0.7 1 1 -29 -45 -31 -13 0.03 0.02 0.03
0.04 0.016 0.95 0.94 0.96 0.93 0.7 1 1 -28 -43 -30 -10 0.04 0.03 0.05
0.04 0.017 0.97 0.96 0.97 0.94 0.8 1 1 -27 -43 -29 -10 0.04 0.03 0.04
0.04 0.018 0.98 0.97 0.98 0.95 0.8 1 1 -25 -41 -28 -10 0.04 0.04 0.05
0.04 0.019 0.99 0.98 0.99 0.96 0.8 1 1 -24 -40 -28 -7 0.05 0.04 0.06
0.04 0.02 0.99 0.98 0.99 0.97 0.9 1 1 -23 -40 -26 -6 0.05 0.04 0.06
0.04 0.021 0.99 0.99 1 0.97 0.9 1 1 -22 -40 -24 -5 0.06 0.05 0.07
0.04 0.022 0.99 0.99 1 0.98 0.9 1 1 -22 -38 -24 -5 0.06 0.05 0.07
0.04 0.023 1 0.99 1 0.98 0.9 1 1 -22 -39 -24 -6 0.07 0.06 0.08
0.04 0.024 1 0.99 1 0.98 1 1 1 -20 -38 -22 -2 0.07 0.06 0.08
0.04 0.025 1 0.99 1 0.99 1 1 1 -18 -37 -21 -1 0.09 0.08 0.1
0.04 0.026 1 0.99 1 0.99 1 1 1 -19 -37 -21 -1 0.1 0.08 0.11
0.04 0.027 1 0.99 1 0.99 1 1 1 -19 -36 -21 0 0.1 0.09 0.11
0.04 0.028 1 1 1 0.99 1 1 1 -17 -35 -20 1 0.1 0.09 0.12
0.04 0.029 1 1 1 0.99 1 1 1 -16 -34 -19 2 0.12 0.11 0.13
0.04 0.03 1 0.99 1 0.99 1 1 1 -16 -33 -19 1 0.11 0.1 0.12
0.04 0.031 1 1 1 0.99 1 1 1 -15 -33 -17 4 0.13 0.11 0.14
0.04 0.032 1 0.99 1 0.99 1 1 1 -15 -33 -18 3 0.12 0.11 0.14
0.04 0.033 1 1 1 1 1 1 1 -15 -32 -18 2 0.12 0.11 0.13
0.04 0.034 1 1 1 1 1 1 1 -14 -33 -17 3 0.13 0.11 0.14
0.04 0.035 1 1 1 1 1 1 1 -14 -32 -17 4 0.13 0.12 0.15
0.04 0.036 1 1 1 1 1 1 1 -13 -31 -16 5 0.15 0.13 0.16
0.04 0.037 1 1 1 1 1 1 1 -13 -30 -16 4 0.14 0.13 0.15
0.04 0.038 1 1 1 1 1 1 1 -12 -31 -14 7 0.17 0.15 0.18
0.04 0.039 1 1 1 1 1 1 1 -11 -30 -15 7 0.17 0.16 0.19
0.04 0.04 1 1 1 1 1 1 1 -11 -30 -15 6 0.17 0.16 0.19
0.05 0.003 0.03 0.02 0.03 0.19 0.1 0.2 0.2 -58 -67 -59 -49 0 0 0
0.05 0.041 1 1 1 1 1 1 1 -12 -30 -15 5 0.17 0.15 0.18
0.05 0.001 0 0 0 0.13 0.1 0.1 0.2 -67 -74 -67 -59 0 0 0
0.05 0.002 0 0 0.01 0.15 0.1 0.1 0.2 -63 -71 -63 -55 0 0 0
0.05 0.004 0.07 0.06 0.08 0.23 0.1 0.2 0.4 -55 -64 -55 -45 0 0 0
0.05 0.005 0.17 0.15 0.18 0.29 0.2 0.2 0.6 -51 -61 -52 -41 0 0 0
0.05 0.006 0.33 0.31 0.35 0.39 0.2 0.3 0.7 -48 -59 -49 -37 0 0 0
0.05 0.007 0.45 0.43 0.47 0.49 0.2 0.5 0.9 -46 -57 -46 -33 0 0 0
0.05 0.008 0.6 0.58 0.62 0.59 0.2 0.6 1 -43 -55 -44 -30 0 0 0.01
0.05 0.009 0.7 0.68 0.72 0.65 0.3 0.7 1 -40 -54 -42 -26 0 0 0.01
0.05 0.01 0.78 0.76 0.8 0.73 0.4 0.7 1 -38 -52 -39 -24 0.01 0 0.01
0.05 0.011 0.82 0.81 0.84 0.78 0.5 0.8 1 -36 -50 -38 -23 0.01 0.01 0.01
0.05 0.012 0.88 0.86 0.89 0.83 0.5 0.9 1 -35 -49 -36 -20 0.01 0.01 0.02
0.05 0.013 0.89 0.88 0.9 0.85 0.6 0.9 1 -33 -48 -34 -17 0.02 0.01 0.02
0.05 0.014 0.93 0.92 0.94 0.88 0.7 1 1 -31 -47 -33 -15 0.02 0.01 0.03
0.05 0.015 0.95 0.94 0.96 0.91 0.7 1 1 -30 -45 -32 -14 0.02 0.02 0.03
0.05 0.016 0.95 0.94 0.96 0.92 0.7 1 1 -29 -44 -30 -13 0.03 0.02 0.04
0.05 0.017 0.97 0.97 0.98 0.94 0.8 1 1 -27 -44 -29 -10 0.04 0.03 0.04
0.05 0.018 0.97 0.96 0.98 0.95 0.8 1 1 -26 -42 -28 -12 0.03 0.03 0.04
0.05 0.019 0.97 0.96 0.97 0.96 0.8 1 1 -25 -42 -28 -7 0.05 0.04 0.06
0.05 0.02 0.98 0.98 0.99 0.96 0.8 1 1 -24 -41 -26 -7 0.05 0.04 0.06
0.05 0.021 0.99 0.99 1 0.97 0.9 1 1 -24 -40 -27 -6 0.06 0.05 0.07
0.05 0.022 0.99 0.99 1 0.98 0.9 1 1 -22 -39 -25 -4 0.07 0.06 0.08
0.05 0.023 0.99 0.98 0.99 0.98 0.9 1 1 -22 -39 -24 -4 0.07 0.06 0.08
0.05 0.024 0.99 0.99 1 0.98 1 1 1 -21 -38 -24 -5 0.07 0.06 0.08
0.05 0.025 0.99 0.99 0.99 0.98 0.9 1 1 -20 -38 -23 -2 0.08 0.07 0.09
0.05 0.026 1 1 1 0.99 1 1 1 -19 -36 -22 -1 0.09 0.08 0.1
0.05 0.027 1 0.99 1 0.99 1 1 1 -19 -36 -21 -2 0.09 0.07 0.1
0.05 0.028 0.99 0.99 1 0.99 1 1 1 -18 -36 -20 0 0.1 0.09 0.11
0.05 0.029 1 0.99 1 0.99 1 1 1 -17 -35 -20 1 0.1 0.09 0.11
0.05 0.03 1 1 1 0.99 1 1 1 -17 -35 -20 0 0.1 0.08 0.11
0.05 0.031 1 1 1 0.99 1 1 1 -16 -34 -19 1 0.12 0.1 0.13
0.05 0.032 1 0.99 1 0.99 1 1 1 -15 -33 -18 2 0.12 0.11 0.14
0.05 0.033 1 1 1 1 1 1 1 -15 -34 -18 3 0.12 0.11 0.13
0.05 0.034 1 0.99 1 1 1 1 1 -15 -33 -17 3 0.13 0.12 0.14
0.05 0.035 1 0.99 1 1 1 1 1 -14 -32 -18 4 0.14 0.12 0.15
0.05 0.036 1 1 1 1 1 1 1 -14 -31 -17 4 0.14 0.13 0.15
0.05 0.037 1 1 1 1 1 1 1 -13 -31 -16 4 0.14 0.12 0.16
0.05 0.038 1 0.99 1 1 1 1 1 -13 -30 -16 4 0.14 0.13 0.16
0.05 0.039 1 1 1 1 1 1 1 -12 -30 -15 4 0.14 0.13 0.15
0.05 0.04 1 1 1 1 1 1 1 -13 -31 -16 5 0.16 0.14 0.17
0.06 0.003 0.02 0.02 0.03 0.18 0.1 0.2 0.2 -59 -67 -59 -50 0 0 0
0.06 0.041 1 1 1 1 1 1 1 -12 -30 -16 4 0.15 0.13 0.16
0.06 0.001 0 0 0 0.12 0.1 0.1 0.2 -67 -74 -68 -60 0 0 0
0.06 0.002 0 0 0.01 0.15 0.1 0.1 0.2 -63 -71 -64 -55 0 0 0
0.06 0.004 0.07 0.06 0.08 0.23 0.1 0.2 0.3 -55 -64 -56 -45 0 0 0
0.06 0.005 0.16 0.14 0.17 0.29 0.2 0.2 0.5 -51 -61 -52 -41 0 0 0.01
0.06 0.006 0.27 0.25 0.29 0.37 0.2 0.3 0.7 -49 -60 -50 -38 0 0 0
0.06 0.007 0.42 0.4 0.44 0.46 0.2 0.4 0.8 -46 -57 -47 -33 0 0 0.01
0.06 0.008 0.54 0.52 0.56 0.56 0.2 0.5 1 -43 -55 -44 -29 0 0 0.01
0.06 0.009 0.64 0.63 0.66 0.64 0.2 0.6 1 -41 -54 -42 -27 0.01 0 0.01
0.06 0.01 0.73 0.71 0.75 0.7 0.4 0.7 1 -39 -52 -41 -25 0.01 0 0.01
0.06 0.011 0.8 0.79 0.82 0.76 0.4 0.8 1 -37 -50 -38 -22 0.01 0 0.01
0.06 0.012 0.85 0.83 0.86 0.81 0.5 0.8 1 -35 -49 -37 -19 0.02 0.01 0.02
0.06 0.013 0.91 0.9 0.92 0.85 0.6 0.9 1 -33 -48 -35 -18 0.01 0.01 0.01
0.06 0.014 0.91 0.9 0.92 0.88 0.7 1 1 -32 -47 -34 -17 0.02 0.01 0.02
0.06 0.015 0.94 0.93 0.95 0.89 0.7 1 1 -31 -45 -33 -15 0.02 0.01 0.03
0.06 0.016 0.94 0.93 0.95 0.92 0.7 1 1 -30 -45 -32 -14 0.03 0.02 0.03
0.06 0.017 0.96 0.96 0.97 0.93 0.8 1 1 -28 -44 -30 -11 0.04 0.03 0.05
0.06 0.018 0.96 0.95 0.97 0.94 0.8 1 1 -27 -43 -29 -8 0.04 0.03 0.05
0.06 0.019 0.97 0.96 0.98 0.95 0.8 1 1 -26 -42 -28 -8 0.05 0.04 0.05
0.06 0.02 0.98 0.98 0.99 0.96 0.8 1 1 -25 -41 -27 -8 0.04 0.03 0.05
0.06 0.021 0.99 0.98 0.99 0.97 0.8 1 1 -24 -40 -26 -7 0.06 0.05 0.07
0.06 0.022 0.99 0.98 0.99 0.97 0.9 1 1 -23 -40 -26 -7 0.06 0.06 0.07
0.06 0.023 0.99 0.99 1 0.98 0.9 1 1 -22 -39 -25 -5 0.07 0.06 0.08
0.06 0.024 0.99 0.99 0.99 0.98 0.9 1 1 -21 -38 -24 -5 0.07 0.06 0.08
0.06 0.025 1 0.99 1 0.98 0.9 1 1 -21 -38 -24 -1 0.09 0.07 0.1
0.06 0.026 0.99 0.99 0.99 0.98 0.99 1 1 -20 -36 -23 -3 0.08 0.07 0.09
0.06 0.027 1 1 1 0.99 1 1 1 -20 -36 -22 -1 0.09 0.08 0.1
0.06 0.028 0.99 0.99 0.99 0.99 1 1 1 -19 -36 -22 -1 0.09 0.08 0.1
0.06 0.029 1 1 1 0.99 1 1 1 -18 -35 -20 1 0.1 0.09 0.12
0.06 0.03 1 0.99 1 0.99 1 1 1 -18 -35 -21 -1 0.09 0.08 0.1
0.06 0.031 1 0.99 1 0.99 1 1 1 -17 -35 -20 1 0.1 0.09 0.12
0.06 0.032 1 1 1 0.99 1 1 1 -15 -34 -19 3 0.12 0.11 0.13
0.06 0.033 1 1 1 0.99 1 1 1 -16 -33 -19 3 0.12 0.11 0.13
0.06 0.034 1 0.99 1 0.99 1 1 1 -15 -33 -18 1 0.12 0.11 0.13
0.06 0.035 1 1 1 1 1 1 1 -14 -32 -17 2 0.12 0.11 0.13
0.06 0.036 1 1 1 1 1 1 1 -14 -32 -17 2 0.13 0.11 0.14
0.06 0.037 1 1 1 1 1 1 1 -13 -31 -17 3 0.14 0.12 0.15
0.06 0.038 1 1 1 1 1 1 1 -13 -32 -17 5 0.16 0.14 0.17
0.06 0.039 1 1 1 1 1 1 1 -13 -30 -16 6 0.16 0.15 0.18
0.06 0.04 1 1 1 1 1 1 1 -13 -30 -16 6 0.16 0.14 0.17
0.07 0.003 0.02 0.01 0.02 0.18 0.1 0.2 0.2 -59 -68 -60 -51 0 0 0
0.07 0.041 1 1 1 1 1 1 1 -13 -31 -16 4 0.13 0.12 0.14
0.07 0.001 0 0 0 0.12 0.1 0.1 0.2 -68 -74 -68 -61 0 0 0
0.07 0.002 0 0 0.01 0.15 0.1 0.1 0.2 -64 -71 -64 -56 0 0 0
0.07 0.004 0.06 0.05 0.07 0.22 0.1 0.2 0.3 -56 -65 -56 -46 0 0 0
0.07 0.005 0.12 0.11 0.13 0.27 0.2 0.2 0.5 -53 -62 -53 -43 0 0 0
0.07 0.006 0.23 0.22 0.25 0.34 0.2 0.2 0.6 -49 -60 -50 -37 0 0 0
0.07 0.007 0.38 0.36 0.39 0.44 0.2 0.4 0.8 -47 -58 -48 -35 0 0 0
0.07 0.008 0.5 0.48 0.52 0.53 0.2 0.5 0.9 -44 -56 -45 -31 0 0 0.01
0.07 0.009 0.62 0.6 0.64 0.61 0.2 0.6 1 -41 -54 -42 -28 0 0 0.01
0.07 0.01 0.71 0.69 0.73 0.69 0.3 0.7 1 -39 -53 -41 -26 0 0 0.01
0.07 0.011 0.78 0.76 0.79 0.74 0.4 0.8 1 -38 -52 -39 -24 0.01 0 0.01
0.07 0.012 0.82 0.8 0.83 0.79 0.5 0.8 1 -35 -50 -37 -20 0.01 0.01 0.02
0.07 0.013 0.87 0.86 0.89 0.82 0.5 0.9 1 -34 -49 -36 -19 0.01 0.01 0.01
0.07 0.014 0.89 0.87 0.9 0.86 0.6 0.9 1 -33 -47 -35 -17 0.02 0.01 0.02
0.07 0.015 0.92 0.91 0.93 0.88 0.7 1 1 -31 -46 -33 -16 0.02 0.02 0.03
0.07 0.016 0.94 0.93 0.95 0.9 0.7 1 1 -30 -46 -32 -13 0.02 0.02 0.03
0.07 0.017 0.95 0.94 0.95 0.92 0.7 1 1 -29 -44 -31 -12 0.02 0.02 0.03
0.07 0.018 0.97 0.96 0.97 0.94 0.8 1 1 -28 -44 -30 -12 0.04 0.03 0.04
0.07 0.019 0.97 0.96 0.98 0.94 0.8 1 1 -26 -43 -28 -9 0.04 0.04 0.05
0.07 0.02 0.98 0.97 0.98 0.95 0.8 1 1 -26 -42 -28 -10 0.04 0.03 0.05
0.07 0.021 0.98 0.97 0.99 0.96 0.8 1 1 -25 -42 -28 -8 0.05 0.04 0.06
0.07 0.022 0.98 0.97 0.99 0.96 0.8 1 1 -24 -41 -27 -7 0.05 0.04 0.06
0.07 0.023 0.99 0.98 0.99 0.97 0.9 1 1 -23 -40 -26 -6 0.06 0.05 0.07
0.07 0.024 0.99 0.98 0.99 0.98 0.9 1 1 -22 -39 -24 -4 0.06 0.06 0.07
0.07 0.025 0.99 0.98 0.99 0.98 0.9 1 1 -22 -38 -25 -6 0.06 0.05 0.06
0.07 0.026 0.99 0.99 1 0.98 0.9 1 1 -20 -38 -22 -3 0.08 0.06 0.09
0.07 0.027 0.99 0.99 0.99 0.98 1 1 1 -20 -36 -23 -2 0.09 0.07 0.1
0.07 0.028 0.99 0.99 1 0.99 1 1 1 -20 -37 -23 -1 0.09 0.07 0.1
0.07 0.029 1 0.99 1 0.99 1 1 1 -18 -36 -21 -1 0.09 0.08 0.1
0.07 0.03 0.99 0.99 1 0.99 1 1 1 -18 -36 -20 1 0.11 0.1 0.12
0.07 0.031 1 1 1 0.99 1 1 1 -18 -34 -21 -1 0.1 0.08 0.11
0.07 0.032 1 0.99 1 0.99 1 1 1 -18 -34 -20 -1 0.1 0.08 0.11
0.07 0.033 1 1 1 0.99 1 1 1 -16 -33 -19 2 0.12 0.11 0.13
0.07 0.034 1 1 1 0.99 1 1 1 -15 -33 -19 2 0.12 0.11 0.14
0.07 0.035 1 0.99 1 0.99 1 1 1 -16 -34 -19 2 0.12 0.11 0.13
0.07 0.036 1 0.99 1 1 1 1 1 -15 -33 -18 1 0.1 0.09 0.12
0.07 0.037 1 1 1 0.99 1 1 1 -14 -32 -17 2 0.12 0.1 0.13
0.07 0.038 1 1 1 1 1 1 1 -14 -32 -17 3 0.13 0.11 0.14
0.07 0.039 1 0.99 1 1 1 1 1 -14 -31 -17 3 0.14 0.12 0.15
0.07 0.04 1 1 1 1 1 1 1 -13 -31 -16 4 0.15 0.13 0.16
0.08 0.003 0.01 0.01 0.01 0.17 0.1 0.2 0.2 -60 -68 -61 -52 0 0 0
0.08 0.041 1 1 1 1 1 1 1 -14 -32 -17 3 0.13 0.12 0.15
0.08 0.001 0 0 0 0.12 0.1 0.1 0.2 -68 -75 -69 -62 0 0 0
0.08 0.002 0 0 0 0.14 0.1 0.1 0.2 -64 -72 -65 -56 0 0 0
0.08 0.004 0.05 0.04 0.06 0.21 0.1 0.2 0.3 -57 -66 -57 -47 0 0 0
0.08 0.005 0.12 0.11 0.13 0.26 0.1 0.2 0.5 -53 -63 -54 -42 0 0 0
0.08 0.006 0.22 0.2 0.23 0.33 0.2 0.2 0.6 -50 -61 -51 -39 0 0 0
0.08 0.007 0.36 0.34 0.38 0.42 0.2 0.3 0.8 -47 -58 -48 -35 0 0 0
0.08 0.008 0.46 0.44 0.49 0.5 0.2 0.5 0.9 -45 -57 -46 -32 0 0 0
0.08 0.009 0.61 0.59 0.63 0.58 0.2 0.6 1 -43 -54 -44 -29 0 0 0.01
0.08 0.01 0.66 0.64 0.68 0.66 0.3 0.7 1 -40 -53 -41 -26 0.01 0.01 0.01
0.08 0.011 0.78 0.76 0.8 0.72 0.4 0.7 1 -37 -51 -39 -24 0.01 0.01 0.01
0.08 0.012 0.82 0.81 0.84 0.77 0.5 0.8 1 -37 -51 -39 -22 0.01 0.01 0.01
0.08 0.013 0.85 0.83 0.86 0.81 0.5 0.9 1 -35 -49 -36 -20 0.01 0.01 0.02
0.08 0.014 0.88 0.87 0.9 0.84 0.6 0.9 1 -33 -47 -35 -19 0.02 0.02 0.03
0.08 0.015 0.92 0.91 0.93 0.87 0.6 1 1 -32 -47 -34 -16 0.03 0.02 0.03
0.08 0.016 0.93 0.92 0.94 0.89 0.7 1 1 -31 -46 -32 -14 0.03 0.02 0.03
0.08 0.017 0.95 0.94 0.96 0.91 0.7 1 1 -30 -45 -32 -14 0.03 0.02 0.03
0.08 0.018 0.96 0.95 0.97 0.92 0.7 1 1 -28 -44 -30 -13 0.03 0.02 0.04
0.08 0.019 0.97 0.96 0.98 0.94 0.8 1 1 -27 -43 -29 -10 0.04 0.03 0.05
0.08 0.02 0.98 0.97 0.98 0.95 0.8 1 1 -27 -42 -29 -9 0.03 0.02 0.04
0.08 0.021 0.97 0.97 0.98 0.95 0.8 1 1 -25 -42 -27 -9 0.04 0.03 0.05
0.08 0.022 0.98 0.98 0.99 0.96 0.8 1 1 -24 -41 -27 -7 0.06 0.05 0.07
0.08 0.023 0.99 0.98 0.99 0.97 0.9 1 1 -24 -41 -26 -6 0.06 0.05 0.06
0.08 0.024 0.98 0.98 0.99 0.97 0.9 1 1 -23 -39 -26 -6 0.06 0.05 0.07
0.08 0.025 0.99 0.99 1 0.98 0.9 1 1 -22 -39 -24 -4 0.07 0.06 0.08
0.08 0.026 0.99 0.99 1 0.98 0.9 1 1 -22 -38 -24 -5 0.06 0.05 0.07
0.08 0.027 0.99 0.99 1 0.98 1 1 1 -21 -39 -24 -3 0.08 0.07 0.09
0.08 0.028 0.99 0.99 0.99 0.98 0.9 1 1 -20 -37 -23 -2 0.08 0.07 0.09
0.08 0.029 1 1 1 0.99 1 1 1 -19 -36 -21 -2 0.08 0.07 0.09
0.08 0.03 0.99 0.99 1 0.99 1 1 1 -18 -37 -21 -1 0.08 0.07 0.09
0.08 0.031 1 0.99 1 0.99 1 1 1 -18 -35 -21 -1 0.1 0.08 0.11
0.08 0.032 1 0.99 1 0.99 1 1 1 -18 -35 -20 0 0.1 0.09 0.12
0.08 0.033 1 0.99 1 0.99 1 1 1 -17 -34 -20 0 0.1 0.08 0.11
0.08 0.034 0.99 0.99 1 0.99 1 1 1 -16 -34 -19 0 0.1 0.08 0.11
0.08 0.035 1 1 1 0.99 1 1 1 -16 -33 -19 1 0.1 0.09 0.11
0.08 0.036 1 1 1 0.99 1 1 1 -16 -32 -19 1 0.11 0.09 0.12
0.08 0.037 1 1 1 0.99 1 1 1 -15 -33 -18 3 0.13 0.11 0.14
0.08 0.038 1 1 1 0.99 1 1 1 -14 -32 -18 2 0.12 0.11 0.13
0.08 0.039 1 1 1 1 1 1 1 -14 -32 -17 3 0.14 0.12 0.15
0.08 0.04 1 1 1 1 1 1 1 -13 -32 -17 4 0.14 0.13 0.15
0.09 0.003 0.01 0.01 0.01 0.17 0.1 0.2 0.2 -61 -69 -62 -53 0 0 0
0.09 0.041 1 0.99 1 0.99 1 1 1 -15 -33 -18 2 0.12 0.1 0.13
0.09 0.001 0 0 0 0.12 0.1 0.1 0.2 -69 -76 -69 -62 0 0 0
0.09 0.002 0 0 0 0.14 0.1 0.1 0.2 -65 -72 -66 -58 0 0 0
0.09 0.004 0.03 0.02 0.03 0.2 0.1 0.2 0.2 -58 -66 -58 -48 0 0 0
0.09 0.005 0.08 0.07 0.09 0.24 0.1 0.2 0.4 -54 -64 -55 -43 0 0 0
0.09 0.006 0.19 0.17 0.2 0.31 0.2 0.2 0.6 -51 -61 -51 -40 0 0 0
0.09 0.007 0.32 0.3 0.34 0.4 0.2 0.3 0.7 -48 -59 -49 -36 0 0 0
0.09 0.008 0.44 0.42 0.46 0.48 0.2 0.4 0.9 -45 -57 -47 -32 0 0 0.01
0.09 0.009 0.55 0.53 0.57 0.55 0.2 0.5 1 -43 -55 -45 -31 0 0 0.01
0.09 0.01 0.61 0.59 0.63 0.63 0.2 0.6 1 -41 -54 -43 -28 0.01 0 0.01
0.09 0.011 0.73 0.71 0.74 0.7 0.4 0.7 1 -39 -52 -40 -25 0.01 0 0.01
0.09 0.012 0.79 0.78 0.81 0.75 0.4 0.8 1 -37 -51 -39 -22 0.01 0.01 0.02
0.09 0.013 0.86 0.85 0.88 0.8 0.5 0.8 1 -36 -50 -37 -21 0.01 0.01 0.02
0.09 0.014 0.87 0.85 0.88 0.82 0.5 0.9 1 -34 -49 -36 -20 0.02 0.01 0.02
0.09 0.015 0.91 0.89 0.92 0.86 0.6 0.9 1 -33 -47 -34 -18 0.01 0.01 0.02
0.09 0.016 0.92 0.91 0.93 0.89 0.7 1 1 -31 -46 -33 -16 0.02 0.01 0.02
0.09 0.017 0.94 0.93 0.95 0.91 0.7 1 1 -30 -46 -32 -16 0.02 0.02 0.03
0.09 0.018 0.95 0.94 0.96 0.92 0.7 1 1 -29 -45 -31 -12 0.03 0.03 0.04
0.09 0.019 0.96 0.96 0.97 0.93 0.7 1 1 -28 -44 -29 -11 0.03 0.03 0.04
0.09 0.02 0.97 0.96 0.97 0.94 0.8 1 1 -27 -42 -30 -10 0.04 0.03 0.04
0.09 0.021 0.98 0.97 0.98 0.95 0.8 1 1 -26 -43 -28 -10 0.04 0.03 0.05
0.09 0.022 0.99 0.98 0.99 0.96 0.8 1 1 -25 -42 -28 -8 0.04 0.04 0.05
0.09 0.023 0.98 0.97 0.99 0.96 0.8 1 1 -25 -40 -27 -8 0.05 0.04 0.06
0.09 0.024 0.98 0.98 0.99 0.97 0.9 1 1 -24 -40 -25 -7 0.05 0.05 0.06
0.09 0.025 0.99 0.98 0.99 0.97 0.9 1 1 -23 -40 -25 -6 0.06 0.05 0.07
0.09 0.026 0.99 0.99 0.99 0.98 0.9 1 1 -22 -40 -24 -5 0.07 0.06 0.08
0.09 0.027 0.99 0.99 1 0.98 0.9 1 1 -21 -38 -24 -4 0.07 0.06 0.08
0.09 0.028 1 0.99 1 0.98 1 1 1 -21 -36 -23 -3 0.08 0.07 0.09
0.09 0.029 1 1 1 0.99 1 1 1 -20 -37 -23 -4 0.07 0.06 0.08
0.09 0.03 1 0.99 1 0.99 1 1 1 -19 -36 -22 -1 0.09 0.08 0.1
0.09 0.031 1 0.99 1 0.99 1 1 1 -19 -36 -22 -2 0.08 0.07 0.09
0.09 0.032 1 1 1 0.99 1 1 1 -18 -35 -21 0 0.09 0.08 0.11
0.09 0.033 1 0.99 1 0.99 1 1 1 -18 -35 -21 -1 0.09 0.08 0.1
0.09 0.034 1 1 1 0.99 1 1 1 -17 -35 -21 1 0.11 0.09 0.12
0.09 0.035 1 0.99 1 0.99 1 1 1 -16 -33 -19 2 0.11 0.1 0.13
0.09 0.036 1 0.99 1 0.99 1 1 1 -16 -34 -19 0 0.11 0.1 0.12
0.09 0.037 1 1 1 0.99 1 1 1 -15 -33 -18 1 0.11 0.1 0.12
0.09 0.038 0.99 0.99 1 0.99 1 1 1 -16 -33 -19 3 0.12 0.11 0.13
0.09 0.039 1 1 1 0.99 1 1 1 -15 -32 -18 2 0.12 0.1 0.13
